ID,Company name Latin alphabet,NAICS 2017; primary code(s),Operating P/L [=EBIT]; th USD 2021,Operating P/L [=EBIT]; th USD 2020,Operating P/L [=EBIT]; th USD 2019,Operating P/L [=EBIT]; th USD 2018,Operating P/L [=EBIT]; th USD 2017,Operating P/L [=EBIT]; th USD 2016,Operating P/L [=EBIT]; th USD 2015,Operating P/L [=EBIT]; th USD 2014,Operating P/L [=EBIT]; th USD 2013,Operating P/L [=EBIT]; th USD 2012,P/L for period [=Net income]; th USD 2021,P/L for period [=Net income]; th USD 2020,P/L for period [=Net income]; th USD 2019,P/L for period [=Net income]; th USD 2018,P/L for period [=Net income]; th USD 2017,P/L for period [=Net income]; th USD 2016,P/L for period [=Net income]; th USD 2015,P/L for period [=Net income]; th USD 2014,P/L for period [=Net income]; th USD 2013,P/L for period [=Net income]; th USD 2012,Total assets; th USD 2021,Total assets; th USD 2020,Total assets; th USD 2019,Total assets; th USD 2018,Total assets; th USD 2017,Total assets; th USD 2016,Total assets; th USD 2015,Total assets; th USD 2014,Total assets; th USD 2013,Total assets; th USD 2012,Cash & cash equivalent; th USD 2021,Cash & cash equivalent; th USD 2020,Cash & cash equivalent; th USD 2019,Cash & cash equivalent; th USD 2018,Cash & cash equivalent; th USD 2017,Cash & cash equivalent; th USD 2016,Cash & cash equivalent; th USD 2015,Cash & cash equivalent; th USD 2014,Cash & cash equivalent; th USD 2013,Cash & cash equivalent; th USD 2012,Total Liabilities and Debt; th USD 2021,Total Liabilities and Debt; th USD 2020,Total Liabilities and Debt; th USD 2019,Total Liabilities and Debt; th USD 2018,Total Liabilities and Debt; th USD 2017,Total Liabilities and Debt; th USD 2016,Total Liabilities and Debt; th USD 2015,Total Liabilities and Debt; th USD 2014,Total Liabilities and Debt; th USD 2013,Total Liabilities and Debt; th USD 2012,Total Current Liabilities; th USD 2021,Total Current Liabilities; th USD 2020,Total Current Liabilities; th USD 2019,Total Current Liabilities; th USD 2018,Total Current Liabilities; th USD 2017,Total Current Liabilities; th USD 2016,Total Current Liabilities; th USD 2015,Total Current Liabilities; th USD 2014,Total Current Liabilities; th USD 2013,Total Current Liabilities; th USD 2012,Income Tax Payable; th USD 2021,Income Tax Payable; th USD 2020,Income Tax Payable; th USD 2019,Income Tax Payable; th USD 2018,Income Tax Payable; th USD 2017,Income Tax Payable; th USD 2016,Income Tax Payable; th USD 2015,Income Tax Payable; th USD 2014,Income Tax Payable; th USD 2013,Income Tax Payable; th USD 2012,Depreciation; th USD 2021,Depreciation; th USD 2020,Depreciation; th USD 2019,Depreciation; th USD 2018,Depreciation; th USD 2017,Depreciation; th USD 2016,Depreciation; th USD 2015,Depreciation; th USD 2014,Depreciation; th USD 2013,Depreciation; th USD 2012
837.,PIEDMONT OFFICE REALTY TRUST; INC.,531120,n.a.,88758,95444,115665,81297,70784,73711,107821,140880,135471,n.a.,232688,229261,130296,17690,6322,1621,43348,98728,93204,n.a.,3739810,3516757,3592429,3999967,4368168,4434535,4787834,4666088,4254875,n.a.,7331,13545,4571,7382,6992,5441,12306,6973,12957,n.a.,1843532,1699509,1882061,2015300,2272347,2239116,2477428,2206538,1615989,n.a.,137680,143923,129491,216653,165410,128465,133988,128818,127263,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-110575,-106015,-107956,-119288,-127733,-134503,-138679,-123566,-113650
838.,BRANDYWINE REALTY TRUST,531120,n.a.,110825,112410,50737,102500,59226,33901,123904,115792,111036,n.a.,305527,34267,134518,114960,33291,-37301,75,35877,-7862,n.a.,3900106,4075969,4076976,3995448,4099213,4554511,4835210,4765095,4506709,n.a.,46344,90499,22842,202179,193919,56694,257502,263207,1549,n.a.,2105963,2398092,2278149,2166268,2232869,2620586,2694383,2864875,2754431,n.a.,177446,169716,159328,139530,133436,128105,124917,109277,95231,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-188283,-210005,-176000,-180323,-189676,-219029,-208569,-198731,-198579
839.,ENERPAC TOOL GROUP CORP,332912,48603,28357,74499,64848,43145,105957,137907,189613,190145,204514,38077,723,-249145,-21648,-66213,-105174,19872,163573,30048,87290,820247,824294,1124274,1485217,1516955,1438660,1636917,1856879,2119332,2007119,140352,152170,211151,250490,229571,179604,168846,109012,103986,68184,408049,465068,823095,926505,1016416,917710,963916,855168,1039065,955283,134764,105522,300401,354008,378934,241912,235056,299121,321842,319006,5674,1937,4838,4091,6080,9254,14805,38347,14014,5778,-13400,-12400,-11300,-11100,-13800,-24834,-28906,-35469,-30963,-32237
840.,SUPERIOR GROUP OF COMPANIES INC.,315210,n.a.,51295,19685,24602,24536,20586,19415,18013,8685,4651,n.a.,41026,12066,16975,15022,14638,13066,11349,5850,3031,n.a.,393924,358933,335086,218938,196848,151731,139937,125494,78913,n.a.,5172,9038,5362,8130,3649,1036,4586,5316,3554,n.a.,202294,201379,184165,93970,86298,59041,59525,53559,21125,n.a.,104872,69356,46393,41222,31904,24619,22265,17881,9851,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-4300,-4500,-4100,-3300,-2592,-1807,-1774,-1476,-1336
841.,MASTERCRAFT BOAT HOLDINGS; INC.,336612,75953,-26567,33259,55983,33515,22011,23920,18594,12018,-10030,56170,-24047,21354,39653,19570,10210,5534,19927,2816,-16332,276460,207923,248773,176924,83321,82533,89676,96142,87153,n.a.,39252,16319,5826,7909,4038,73,1167,12539,8571,n.a.,168672,159053,176457,124402,71560,90912,131929,99929,110869,n.a.,74289,55427,68546,50906,36885,44381,63767,41950,27804,n.a.,726,n.a.,426,705,780,1108,224,182,0,n.a.,-7700,-6600,-4295,-3489,-3124,-3223,-3057,-2251,-1753,-1766
842.,WOLFSPEED INC,334413,-210900,-191200,-66900,-28000,-31172,-10471,-73550,133236,96494,39258,-523900,-191700,-375100,-280000,-98118,-21536,-64692,123490,86925,44412,3446800,3231000,2816900,2637816,2649867,2766060,2948033,3344369,3052410,2747498,1154600,1239700,1051400,387085,610938,605305,713191,1162466,1023915,744513,1330300,1147900,780700,570680,427062,398236,486081,354223,245758,187481,448800,291200,268200,248564,212023,222999,254786,306655,207411,149177,400,1200,3000,0,n.a.,n.a.,2035,14848,1315,3834,-100500,-76700,-64900,-137100,-110708,-118800,-136300,-125310,-115501,-110609
843.,RYMAN HOSPITALITY PROPERTIES; INC.,531120,n.a.,-271047,267531,214269,185917,215442,162062,153105,76188,-4754,n.a.,-417391,145794,264670,176100,159366,111511,126452,118352,-26644,n.a.,3556495,4088468,3853883,2524228,2405753,2331434,2413146,2424629,2532451,n.a.,56697,362430,103437,57557,59128,56291,76408,61579,97170,n.a.,3351194,3443739,3384306,2146072,2037756,1951872,2011739,1666934,1678853,n.a.,316793,427217,319909,221778,202629,196270,196358,183718,345896,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-173300,-173647,-120676,-111959,-109816,-114383,-112278,-116528,-130691
844.,WASHINGTON PRIME GROUP INC.,531120,n.a.,-123322,58804,177636,144806,214600,65388,224883,227020,214371,n.a.,-233818,-9758,79572,183031,53099,-101286,170029,155481,129731,n.a.,4105347,4250979,4361288,4451407,5107466,5459609,3528003,3002658,3060190,n.a.,92618,41421,42542,52019,59353,116253,108768,25857,30986,n.a.,3565497,3454630,3361578,3352003,4014023,4243615,2738952,1437489,1138593,n.a.,279409,272985,270362,283411,327589,397351,173504,181866,197156,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-193902,-226696,-205724,-205078,-222861,-232735,-371271,-344258,-351293
845.,HELIOS TECHNOLOGIES; INC.,332912,n.a.,42056,91839,75554,62522,34459,46891,64071,56171,54409,n.a.,14218,60268,46730,31558,23304,33138,43775,37984,37398,n.a.,1296979,1021751,1042165,459766,444777,241540,222764,213478,175121,n.a.,25216,22123,23477,63882,81046,126106,100196,93641,72178,n.a.,689189,444115,511397,187093,208380,19353,24505,22050,19848,n.a.,128012,76453,92990,45863,31076,11682,15732,14018,12247,n.a.,1489,4941,2697,1878,265,0,559,n.a.,0,n.a.,-17581,-17150,-16452,-10767,-11318,-9557,-8718,-7227,-6514
846.,SHAKE SHACK INC.,722511,n.a.,-43876,25685,31711,33813,27805,6753,3143,5935,4686,n.a.,-42158,19827,15179,-320,12446,-8776,2118,5423,4133,n.a.,1145348,968268,610532,470606,538194,379547,82962,55219,44068,n.a.,183760,73607,86863,84543,73647,70849,2677,13076,16033,n.a.,738027,669451,384457,301114,386006,278932,70362,17832,12197,n.a.,109705,99392,59948,34024,31716,24005,48177,7205,5567,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-48801,-40392,-29000,-21704,-14502,-10222,-5809,-3541,-2162
847.,SUPERNUS PHARMACEUTICALS; INC.,325412,n.a.,182098,148571,144444,99541,54216,20844,-5278,-61920,-42169,n.a.,126950,113056,110993,57284,91221,13944,-10925,-92273,-47427,n.a.,1504102,1160282,977811,424464,309568,188626,136784,110995,93989,n.a.,422533,347073,356018,140040,90121,62190,74336,82191,88508,n.a.,759244,564854,524788,156984,117813,100619,96085,77531,36419,n.a.,245108,160587,161353,123000,80742,56934,28123,26400,22983,n.a.,0,2443,12377,15938,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-4300,-1500,-1900,-1200,-1100,-678,-699,-513,-642
848.,KEY TRONIC CORP,334118,9526,6828,-5958,5649,9544,10416,6653,9304,18126,14351,4341,4758,-7982,-1325,5617,6533,4304,7613,12583,11626,361846,304861,238310,246528,232840,235924,230794,156660,135130,150912,3473,553,601,343,373,1018,372,5803,10819,502,238141,189304,123851,128447,116273,130342,130026,53015,40970,72304,126705,112219,93404,98913,77753,84110,86789,52167,37940,53254,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-6856,-5591,-6698,-6674,-6132,-5062,-4910,-3529,-2965,-2333
849.,JAKKS PACIFIC INC,339930,n.a.,14905,-11244,-29426,-71158,17106,30530,31327,-44532,-13222,n.a.,-15531,-56031,-42368,-83085,1243,23254,21509,-53906,-104800,n.a.,329369,365222,342841,370349,464303,499620,561782,449844,554825,n.a.,87953,61613,53282,64977,86064,102528,71745,117291,189539,n.a.,315902,361799,292104,276805,330015,346620,417188,301159,347605,n.a.,138266,152924,144102,135758,116810,127401,191348,184595,219475,n.a.,484,2492,n.a.,n.a.,0,21067,23784,20762,12922,n.a.,-9800,-12934,-12200,-13003,-14444,-10302,-21883,-24599,-13600
850.,AAON INC,333415,n.a.,101836,67011,55351,74235,79594,71302,68006,55825,44234,n.a.,79009,53711,42329,53830,53376,45728,44158,37547,27449,n.a.,449008,371424,307994,296780,256530,232854,226974,215444,193493,n.a.,79025,26797,1994,30414,43748,30432,40022,36235,9111,n.a.,98143,81284,58551,59554,50632,53936,52915,51338,55357,n.a.,59033,56028,47491,50065,39042,43413,42713,36329,39625,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,-25400,-22532,-17461,-15007,-13035,-11741,-11553,-12312,-13407
851.,AZENTA INC,333249,-10004,-35426,47932,32123,17463,-6844,21603,3590,-10418,16758,110747,64853,437416,116575,62612,-69476,14221,31361,-2215,136789,1819512,1559265,1515999,1095257,766628,685905,758702,778038,736763,741960,227508,250700,335766,243989,101650,85125,150743,162244,128871,140285,494178,345651,377045,377425,158984,132215,126657,135149,104807,93294,345088,211118,272270,164617,146778,119793,113000,113841,92561,81191,8711,1975,99263,6746,11417,7554,6111,2616,1077,1699,-27933,-30096,-19300,-13229,-11049,-13246,-12300,-12859,-14355,-14920
852.,TILRAY; INC.,325412,-132171,-194732,-328625,-57650,-7498,-7049,n.a.,n.a.,n.a.,n.a.,-367421,-271073,-321169,-67723,-7809,-7883,n.a.,n.a.,n.a.,n.a.,6025362,945949,896330,656667,53948,33093,n.a.,n.a.,n.a.,n.a.,488466,189702,96791,517590,2323,7531,n.a.,n.a.,n.a.,n.a.,1566292,572050,611059,459014,58800,30565,n.a.,n.a.,n.a.,n.a.,401241,181282,92427,25937,50221,21989,n.a.,n.a.,n.a.,n.a.,14764,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-40499,-12834,-9282,-3562,-1398,-1339,n.a.,n.a.,n.a.,n.a.
853.,FORUM ENERGY TECHNOLOGIES; INC.,333132,n.a.,-228495,-539298,-393692,-136084,-129911,-128067,245200,204942,238063,n.a.,-96889,-567057,-374080,-59400,-81978,-119353,174365,129539,151456,n.a.,889926,1159997,1829652,2195228,1835192,1886042,2214102,2168869,1892980,n.a.,128617,57911,47241,115216,234422,109249,76579,39582,41063,n.a.,483690,673958,799526,786212,599990,629022,818746,838514,731508,n.a.,124934,196850,236930,216305,141845,151553,282191,219983,273067,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-24500,-30629,-33148,-34401,-35636,-38400,-37414,-36200,-31458
854.,EVERTEC; INC.,541511,n.a.,141392,144502,125128,86083,107145,103360,96987,86246,79646,n.a.,104436,103469,86270,55054,75036,85377,66157,-27117,77366,n.a.,1072579,1011676,927292,902788,885662,863654,885321,921311,977745,n.a.,202649,111030,69973,50423,51920,28747,32114,22485,25634,n.a.,734838,744489,715833,758676,780986,765440,790481,809981,855290,n.a.,152992,144314,136705,147216,129163,102501,91057,123756,96895,n.a.,6573,6298,6650,1406,1755,1350,1956,802,3591,n.a.,-17400,-16600,-14500,-14700,-14200,-15100,-15500,-16200,-16400
855.,MYERS INDUSTRIES INC,326199,n.a.,44026,38131,6446,32441,27362,36928,23831,44752,47571,n.a.,36769,24333,-3349,-9889,1057,17762,-8681,26002,29962,n.a.,400015,353139,348645,355942,381684,428791,564833,469457,484856,n.a.,28301,75527,58894,2520,2404,7344,4676,6539,3948,n.a.,210915,186457,194007,262190,288651,331088,418262,233950,254834,n.a.,142247,82625,97423,98653,79312,116812,153814,150583,114477,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,3086,5519,1090,n.a.,-14257,-15120,-17638,-19952,-22049,-22418,-24173,-20386,-17050
856.,CRA INTERNATIONAL; INC.,541611,n.a.,34796,29348,28935,15764,18919,12394,24041,18517,-51110,n.a.,24507,20747,22492,7573,12793,7598,13638,11370,-52990,n.a.,558510,533243,370846,361757,323642,313717,313472,320304,292010,n.a.,45677,25639,38028,54035,53530,38139,48199,51251,55451,n.a.,349491,335492,174374,154849,116422,101961,99387,96506,80734,n.a.,200131,171410,142497,121981,94100,86458,88273,87960,69210,n.a.,1927,430,514,153,534,323,490,3503,1771,n.a.,-11440,-9200,-8600,-7445,-7000,-5552,-6443,-6460,-7190
857.,ASHFORD HOSPITALITY TRUST INC,721110,n.a.,-465367,114731,89950,135019,155781,144167,77312,117951,114024,n.a.,-575993,-156212,-169543,-111769,-82557,236378,-65363,-75245,-87582,n.a.,3734383,4691348,4685954,4669850,4891544,4965131,2770110,2677002,3464729,n.a.,92905,262636,319210,354805,347091,215078,215063,128780,185935,n.a.,4018004,4422586,4233465,4037350,4099923,4154045,2238477,2059213,2632787,n.a.,258383,217539,190591,176090,173050,163176,110046,99952,118851,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-252765,-285797,-258458,-246731,-243863,-210410,-110931,-127911,-136438
858.,MAGNACHIP SEMICONDUCTOR CORPORATION,334413,n.a.,27016,23725,21892,35595,-5048,-42934,-66857,-18561,84315,n.a.,344965,-21826,-3900,84936,-29615,-84867,-117232,-64203,110038,n.a.,571690,595328,583196,558789,441952,474100,527731,625190,680746,n.a.,279940,151657,132438,128575,83355,90882,102434,153606,182238,n.a.,226090,610309,600506,598426,514066,536430,546233,543649,489217,n.a.,173618,133833,132659,138142,153441,166511,169273,162095,153987,n.a.,12398,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-15813,-9720,-8310,-27498,-24941,-26130,-28475,-25934,-23348
859.,ADTRAN INC,334210,n.a.,-3544,-35179,-45422,37386,34573,13479,48473,49650,61646,n.a.,2378,-52982,-19342,23840,35229,18646,44620,45794,47263,n.a.,525679,545118,628027,669094,667235,632904,738694,789898,883656,n.a.,63292,107016,108750,102562,123083,118946,120358,164058,228938,n.a.,152735,164692,181748,171183,187718,152744,189681,185292,191250,n.a.,94193,112711,118010,106818,126535,92643,119009,102305,105467,n.a.,1301,3512,12518,3936,0,2395,14901,5002,1211,n.a.,-12227,-12500,-13591,-12800,-12000,-12345,-12545,-12228,-12100
860.,ASTRONICS CORPORATION,336413,n.a.,-94683,35120,63663,32101,74882,98801,87362,42305,32625,n.a.,-115781,52017,46803,19679,48424,66974,56170,27266,21874,n.a.,619745,782716,774640,735956,604344,609243,562910,491271,211989,n.a.,40412,31906,16622,17914,17901,18561,21197,54635,7380,n.a.,349374,393859,388015,406029,266895,309018,334733,319762,86855,n.a.,93736,120640,128092,102891,86560,104232,109216,85237,47968,n.a.,1017,1080,312,261,62,195,1900,2288,n.a.,n.a.,-14754,-15449,-15632,-14763,-14990,-14009,-11454,-6159,-4605
861.,PREFERRED APARTMENT COMMUNITIES; INC.,531390,n.a.,-80030,100238,70077,59388.06,30169.23,18889.75,12315.38,1887.2,2358.05,n.a.,-338696,-121016,-43274,-35970.27,-50613.77,-21152.6,-5288.83,-14974.79,-597.44,n.a.,4281079,4770560,4410958,3252369.63,2420832.6,1295529.03,691382.91,341636.7,123291.93,n.a.,28657,94381,38958,21042.86,12321.79,2439.61,3113.27,9180.43,2973.51,n.a.,2841360,2839262,2802812,1976482.53,1537052.65,772544.23,401888.44,177049.48,73234.36,n.a.,145409,97600,141248,114161.82,179165.12,58431.87,36483.14,35067.98,17597.35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-163876,-149884,-125849,-86017.56,-56415.61,-27672.39,-12258.81,-7844.42,-3590.69
862.,AGNC INVESTMENT CORP,531110,n.a.,-266000,688000,87000,771000,623000,215000,-233000,1272000,1296000,n.a.,-362000,628000,93000,733000,595000,187000,-256000,1245000,1267000,n.a.,81817000,113082000,109241000,70376000,56880000,57021000,67766000,76255000,100453000,n.a.,1017000,831000,921000,1046000,1208000,1110000,1720000,2143000,2430000,n.a.,70738000,102041000,99335000,61622000,49524000,49050000,58338000,67558000,89557000,n.a.,58832000,89939000,77545000,50770000,41172000,45824000,51324000,64378000,76530000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
863.,HEALTHCARE REALTY TRUST INC,531120,n.a.,81976,71991,81111,86477,106327,100637,103755,87618,73090,n.a.,70112,37110,67451,20943,85571,69436,31887,6946,5465,n.a.,3812260,3563855,3191247,3193585,3040647,2810224,2757510,2729662,2539972,n.a.,15303,657,8381,6215,5409,4102,3519,8671,6776,n.a.,1863884,1663846,1474605,1403702,1387233,1567477,1536456,1486185,1419028,n.a.,175639,191682,92951,70995,78266,75489,70240,73741,65678,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-190435,-177859,-164201,-142472,-127690,-110279,-105229,-94673,-91026
864.,TANDEM DIABETES CARE; INC.,339112,n.a.,-7957,-16722,-44631,-62944,-78051,-69004,-75664,-49434,-33048.16,n.a.,-34382,-24753,-122611,-73033,-83447,-72418,-79524,-63138.85,-33015.09,n.a.,716415,326110,206294,95346,112392,124725,106464,162215.13,39817.32,n.a.,484936,176458,129027,14179,53538,71106,67282,129480.47,17162.73,n.a.,350110,131131,75019,124494,118319,61257,51892,46677.95,21231.39,n.a.,103852,99396,66288,36085,31476,26520,18094,14599.23,17052.37,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-9251,-5772,-5521,-6566,-5200,-4500,-4100,-2866.85,-1900
865.,PHILLIPS EDISON & COMPANY; INC.,531120,n.a.,84841,2178,13648,23207,41314,51107,14389,16753,2727,n.a.,4772,-63532,39138,-38391,8932,13360,-22635,-12404,-3346,n.a.,4678563,4828195,5163477,3526082,2380188,2234812,2150769,1721527,325410,n.a.,104296,17820,16791,5716,8224,40680,15649,460250,7654,n.a.,2988204,3014189,3165491,2479842,1178807,968197,765393,252088,218754,n.a.,176943,124054,195800,219428,274115,48717,49113,30736,9240,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-218738,-183535,-96788,-92156,-106095,-101479,-79160,-30512,-8094
866.,L.B. FOSTER COMPANY,336510,n.a.,15837,29252,24965,18121,-139556,-45992,37760,42648,22657,n.a.,7582,42568,-31168,5361,-141660,-44445,25656,29290,16188,n.a.,370395,405171,383249,401743,393023,566660,491717,413654,406122,n.a.,7564,14178,10282,37678,30363,33312,52024,64623,101464,n.a.,193565,235309,261130,247247,259772,283828,155829,97257,118547,n.a.,95302,116744,124191,93530,82331,91646,108694,75482,91969,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,179,0,n.a.,-7850,-7944,-11495,-12849,-13917,-14429,-7882,-6890,-10012
867.,CASPER SLEEP INC.,337910,n.a.,-74992,-88746,-91960,-71261,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-89555,-93040,-92092,-73392,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,234201,230318,116538,161771,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,88922,67407,26880,97482,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,208734,217450.96,101625,59680,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,119281,147959,100739,58676,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1501,4042,2223,2841,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-14499,-7753,-3426,-1675,n.a.,n.a.,n.a.,n.a.,n.a.
868.,ALNYLAM PHARMACEUTICALS; INC.,325412,n.a.,-828438,-939431,-814673,-500088,-424587,-296008,-404980,-92942,-60749,n.a.,-858281,-886116,-761497,-490874,-410108,-290073,-360395,-89225,-106014,n.a.,3407061,2395134,1574802,1994730,1262810,1386510,1079595,420530,287520,n.a.,1874395,1536162,1084155,1690618,626799,1080531,696691,245870,122812,n.a.,2390814,956442,272837,228299,342589,121796,143328,150183,153467,n.a.,585270,352594,179494,144251,131699,62099,95334,53864,48345,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,31667,n.a.,n.a.,n.a.,-34772,-17175,-12800,-13367,-15130,-19050,-11926,-10229,-4600
869.,NEWPARK RESOURCES INC,333132,n.a.,-78634,10395,63558,31436,-52641,-90936,130596,94445,92275,n.a.,-80696,-12946,32281,-6148,-40712,-90828,102278,65323,60032,n.a.,709192,900079,915854,902716,798183,848893,1007672,968417,994541,n.a.,24197,48672,56118,56352,87878,107138,85052,65840,46846,n.a.,221160,351434,346173,355236,297640,328634,382214,387363,480963,n.a.,153658,128862,141926,158414,179801,125428,172725,153751,159596,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-40900,-42800,-41200,-36457,-34600,-39317,-34030,-33798,-29521
870.,DEL TACO RESTAURANTS; INC,722513,n.a.,-84941,-104082,34427,41438,43735,43050,-1397.9,-117.12,n.a.,n.a.,-89738,-118285,18959,49871,20913,4757,-1524.87,-119.39,n.a.,n.a.,747309,862457,758956,742324,727157,703572,150347.11,151282.72,n.a.,n.a.,7912,1421,7153,6559,8795,10194,230.47,1078.47,n.a.,n.a.,534555,560350,336682,326075,349824,335195,5910.4,5321.15,n.a.,n.a.,86934,72297,55695,55431,54668,51453,660.4,71.15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,159.64,25.45,n.a.,n.a.,-23199,-22688,-22694,-20062,-19529,-16828,n.a.,n.a.,n.a.
871.,POWER INTEGRATIONS INC,334413,n.a.,70487,48053,55648,57637,48874,38906,55796,54066,11352,n.a.,71176,193468,69984,27609,48898,39152,59544,57266,-34404,n.a.,903339,803896,588697,621074,554410,487537,493663,501421,399130,n.a.,449192,411088,228588,282891,250457,173861,175283,202107,95160,n.a.,92928,79350,61625,73392,51326,58918,62987,64735,58081,n.a.,62526,50476,48366,51051,43946,51993,55160,50418,40567,n.a.,902,584,933,1767,729,3620,5156,3209,2406,n.a.,-23743,-19190,-18918,-18374,-16812,-16464,-15884,-16088,-15300
872.,WD 40 CO,325612,88841,77220,82382,78604,75909,71348,65390,63737,56637,51729,70229,60710,55908,65215,52607,52294,44536,43508,39617,35333,430203,362637,302662,317059,369717,339668,339257,347680,323064,300870,85961,56462,27233,49085,117248,108524,102499,102853,90950,70752,229821,202324,157187,161570,230330,199273,181399,178265,143557,115408,85936,60116,74590,85903,75423,58694,47972,151911,117645,89445,317,1213,844,2125,1306,3381,2287,1529,1146,807,-5570,-5490,-4887,-4849,-3890,-3489,-3425,-3243,-3099,-2736
873.,STRATTEC SECURITY CORP,336320,33915,-8662,10614,13275,14842,20908,31126,26524,16788,16343,22532,-7605,-17029,12283,7197,9149,20654,16424,9375,8793,310563,265545,312736,307175,273714,242176,230834,213036,169500,166038,14465,11774,7809,8090,8361,15477,25695,19756,20307,17487,128917,113323,149348,145017,122626,102844,90522,87530,65282,85486,77572,48140,79263,68793,67895,64215,64735,65263,50725,56973,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,527,0,2934,-19786,-19329,-17159,-14544,-11319,-10022,-8716,-8168,-7400,-6710
874.,SPIRIT REALTY CAPITAL; INC,531120,n.a.,116015,244966,201679,111056,123309,257823,247656,206986,120768,n.a.,16358,164916,121700,74618,97446,93212,-36945,1677,-76296,n.a.,6396786,5832661,5096316,7263511,7677971,7891039,7964230,7231045,3247677,n.a.,70303,14492,14493,8792,10059,21790,176181,66588,73568,n.a.,2795666,2419412,2294567,3943902,3995863,4429165,4652568,4113011,1994234,n.a.,167423,139060,119768,131642,148915,142475,123298,114679,53753,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-177820,-145674,-169787,-223453,-262276,-210770,-194762,-130465,-86959
875.,STAG INDUSTRIAL; INC.,531120,n.a.,131636,97833,72844,50105,19939,1758,18296,20412,8988,n.a.,196991,44125,82661,21465,20622,-38231,-14541,-9278,-14026,n.a.,4692646,4164645,3102532,2680667,2186156,1901782,1629317,1270281,1005124,n.a.,15666,9041,7968,24562,12192,12011,23878,6690,19006,n.a.,1976439,1859117,1488729,1321627,1159120,1079325,765161,667232,577519,n.a.,144886,110184,81414,74141,60312,48524,40393,32712,278398,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-214738,-185450,-167617,-150881,-125444,-110421,-87703,-70597,-43473
876.,DAKTRONICS INC,334419,17108,-167,-4728,12460,15421,2495,31285,36557,30600,10275,10926,491,-958,5562,10342,2061,20882,22206,22779,8489,375164,372651,349216,358800,355433,349948,379479,357451,319418,315967,77590,41628,61727,64249,65336,53000,82630,70452,64680,54681,181610,195671,161553,161184,157147,148881,167440,154332,131172,125162,146620,145965,134072,131308,130595,121517,142020,133708,114692,109173,738,844,468,660,1544,310,636,1189,1689,707,-15575,-16230,-16564,-16273,-16732,-16561,-14764,-14137,-15379,-17273
